date;Tair;Wd10;Ws10;RH;Tressentie
2024-01-01 12:00:00+04:00;29.08;245.8;1.786;77.98;35.98
2024-01-01 13:00:00+04:00;25.114000000000004;127.50290078644888;1.8261833333333333;90.06466666666667;-2.51
2024-01-01 14:00:00+04:00;24.34225;111.63491228070174;0.7842666666666664;93.56416666666668;19.61
2024-01-01 15:00:00+04:00;25.29441666666667;100.025;0.2995416666666668;92.88916666666664;43.21
2024-01-01 16:00:00+04:00;25.93433333333333;116.9405;0.2471833333333335;91.66083333333331;48.11
2024-01-01 17:00:00+04:00;26.35966666666665;151.00800564971752;0.1029999999999999;91.49249999999998;58.36
2024-01-01 18:00:00+04:00;26.520583333333327;189.18807231638417;0.1030083333333333;92.23916666666663;58.66
2024-01-01 19:00:00+04:00;25.895250000000004;170.13214166666666;0.1036166666666666;93.44000000000004;57.07
2024-01-01 20:00:00+04:00;25.07991666666668;126.515825;0.1264916666666666;93.91583333333335;53.23
2024-01-01 21:00:00+04:00;24.71525000000001;68.43083333333335;0.1258833333333333;94.10583333333332;52.36
2024-01-01 22:00:00+04:00;24.62566666666667;53.19988333333332;0.1132249999999999;94.77916666666668;53.16
2024-01-01 23:00:00+04:00;24.350666666666665;95.84287575757574;0.3638583333333335;94.99666666666673;36.49
2024-01-02 00:00:00+04:00;24.03266666666667;84.81007288401254;0.3551583333333336;94.99333333333335;35.77
2024-01-02 01:00:00+04:00;23.83033333333335;64.9034773524255;0.1734583333333332;95.23333333333332;46.23
2024-01-02 02:00:00+04:00;23.74000000000001;55.53434689265538;0.1719499999999998;95.48666666666664;46.07
2024-01-02 03:00:00+04:00;23.64116666666667;56.78711666666668;0.1308666666666666;95.75083333333328;49.13
2024-01-02 04:00:00+04:00;23.57166666666668;52.730083333333326;0.1373249999999999;95.9558333333333;48.38
2024-01-02 05:00:00+04:00;23.697833333333325;31.36085833333333;0.1094749999999999;96.24750000000002;51.19
2024-01-02 06:00:00+04:00;23.92791666666665;39.85344166666667;0.1176333333333332;96.54250000000002;50.96
2024-01-02 07:00:00+04:00;24.625499999999995;169.3054166666667;0.1196583333333332;96.27166666666665;52.49
2024-01-02 08:00:00+04:00;24.79716666666665;232.93020000000007;0.1505083333333332;95.98416666666668;50.5
2024-01-02 09:00:00+04:00;24.929833333333328;164.4233666666667;0.3010250000000001;95.55166666666666;41.68
2024-01-02 10:00:00+04:00;25.60366666666667;196.4608333333333;0.2558500000000001;92.835;46.5
2024-01-02 11:00:00+04:00;25.58833333333333;186.40216666666663;0.1033083333333333;90.53416666666666;56.62
2024-01-02 12:00:00+04:00;25.816416666666665;137.73383333333334;0.4704249999999999;89.5625;
2024-01-02 13:00:00+04:00;26.499;136.3675;1.0269499999999996;87.94166666666668;
2024-01-02 14:00:00+04:00;26.609666666666666;134.56;0.8942833333333332;88.10249999999999;
2024-01-02 15:00:00+04:00;26.149916666666662;128.9625;1.0658583333333334;90.72166666666666;
2024-01-02 16:00:00+04:00;25.59466666666668;121.97083333333336;1.7689166666666662;92.83416666666665;
2024-01-02 17:00:00+04:00;25.35675000000001;114.12833333333332;1.3312416666666669;92.23416666666664;
2024-01-02 18:00:00+04:00;25.32391666666667;99.7823333333333;0.3934416666666671;91.58083333333332;
2024-01-02 19:00:00+04:00;25.12516666666668;129.12033333333335;0.1030166666666666;93.2475;
2024-01-02 20:00:00+04:00;24.65825000000001;191.62153448275865;0.366725;95.07833333333328;
2024-01-02 21:00:00+04:00;24.325000000000003;162.30845114942528;0.8998666666666664;94.00666666666665;
2024-01-02 22:00:00+04:00;24.3525;106.99293390804598;1.389774999999999;90.21083333333335;
2024-01-02 23:00:00+04:00;24.284666666666663;84.33084774985389;1.08875;88.22416666666672;
2024-01-03 00:00:00+04:00;23.96633333333333;64.57099717514123;0.4290083333333335;89.55250000000001;
2024-01-03 01:00:00+04:00;24.00075;91.48752259887006;0.2403499999999998;89.46916666666664;
2024-01-03 02:00:00+04:00;24.47950000000001;99.40535593220338;0.256175;87.06083333333333;
2024-01-03 03:00:00+04:00;24.55458333333334;54.15458333333332;0.212725;86.73000000000002;
2024-01-03 04:00:00+04:00;24.29216666666667;33.58682499999999;0.1155666666666666;88.70166666666668;
2024-01-03 05:00:00+04:00;24.189166666666665;96.28243132183904;0.1155583333333333;89.57750000000001;
2024-01-03 06:00:00+04:00;24.710416666666667;104.99158132183904;0.2575333333333335;88.4725;
2024-01-03 07:00:00+04:00;26.37483333333333;72.14817499999998;0.2575333333333335;85.20124999999999;
2024-01-03 08:00:00+04:00;28.81374999999999;118.61744999999998;0.2533083333333334;76.86458333333333;
2024-01-03 09:00:00+04:00;30.713416666666667;174.72333333333333;0.3548250000000003;69.10933333333332;
2024-01-03 10:00:00+04:00;31.408750000000005;191.70000000000005;0.6550500000000004;66.66633333333334;
2024-01-03 11:00:00+04:00;31.31758333333333;165.00500000000005;1.7177083333333334;67.19708333333334;
2024-01-03 12:00:00+04:00;30.948416666666667;154.13833333333332;2.3677833333333336;70.35283333333334;
2024-01-03 13:00:00+04:00;30.785250000000005;151.37749999999997;2.2446166666666665;71.55449999999999;
2024-01-03 14:00:00+04:00;30.917000000000005;137.5258333333333;2.164575;69.19116666666666;
2024-01-03 15:00:00+04:00;30.797250000000005;136.1925;2.142666666666667;69.13583333333335;
2024-01-03 16:00:00+04:00;30.618166666666674;135.86333333333332;2.317341666666666;71.53958333333334;
2024-01-03 17:00:00+04:00;30.52691666666667;136.83083333333332;2.483416666666666;73.733;
