Date,TemperatureRessentie
2024-01-08,39.98
2024-01-08,40.89
2024-01-08,41.65
2024-01-08,42.09
2024-01-08,41.09
2024-01-08,38.44
2024-01-08,37.24
2024-01-08,34.0
2024-01-08,25.84
2024-01-08,22.0
2024-01-08,22.93
2024-01-08,24.47
2024-01-08,25.71
2024-01-08,24.01
2024-01-09,23.9
2024-01-09,27.12
2024-01-09,29.3
2024-01-09,30.28
2024-01-09,27.83
2024-01-09,30.2
2024-01-09,37.64
2024-01-09,36.55
2024-01-09,41.57
2024-01-09,44.38
2024-01-09,41.7
2024-01-09,42.08
2024-01-09,42.08
2024-01-09,41.5
2024-01-09,39.85
2024-01-09,37.62
2024-01-09,36.32
2024-01-09,32.64
2024-01-09,24.26
2024-01-09,19.26
2024-01-09,17.1
2024-01-09,15.01
2024-01-09,14.57
2024-01-09,15.33
2024-01-10,16.16
2024-01-10,18.38
2024-01-10,18.87
2024-01-10,17.84
2024-01-10,17.7
2024-01-10,18.5
2024-01-10,20.16
2024-01-10,24.38
2024-01-10,33.74
2024-01-10,38.66
2024-01-10,37.94
2024-01-10,36.79
2024-01-10,35.76
2024-01-10,38.31
2024-01-10,37.52
2024-01-10,34.98
2024-01-10,37.45
2024-01-10,37.02
2024-01-10,26.23
2024-01-10,18.51
2024-01-10,16.23
2024-01-10,16.46
2024-01-10,18.11
2024-01-10,19.68
2024-01-11,21.86
2024-01-11,22.34
2024-01-11,18.94
2024-01-11,17.43
2024-01-11,19.46
2024-01-11,21.79
2024-01-11,25.8
2024-01-11,31.53
2024-01-11,38.88
2024-01-11,42.9
2024-01-11,42.11
2024-01-11,42.21
2024-01-11,42.43
2024-01-11,42.02
2024-01-11,39.75
2024-01-11,39.2
2024-01-11,40.0
2024-01-11,35.69
2024-01-11,26.28
2024-01-11,20.53
2024-01-11,20.3
2024-01-11,21.79
2024-01-11,22.81
2024-01-11,22.6
2024-01-12,20.24
2024-01-12,19.79
2024-01-12,20.54
2024-01-12,21.73
2024-01-12,24.88
2024-01-12,27.3
2024-01-12,28.96
2024-01-12,32.51
2024-01-12,40.1
2024-01-12,41.93
2024-01-12,38.4
2024-01-12,38.13
2024-01-12,38.86
2024-01-12,40.13
2024-01-12,34.58
2024-01-12,24.04
2024-01-12,18.92
2024-01-12,17.16
2024-01-12,15.69
2024-01-12,14.92
2024-01-12,13.49
2024-01-12,12.89
2024-01-12,15.64
2024-01-12,20.72
2024-01-13,27.62
2024-01-13,32.54
2024-01-13,33.76
2024-01-13,34.76
2024-01-13,33.68
2024-01-13,33.66
2024-01-13,34.18
2024-01-13,41.28
2024-01-13,44.34
2024-01-13,42.94
2024-01-13,41.29
2024-01-13,38.45
2024-01-13,37.28
2024-01-13,37.14
2024-01-13,36.95
2024-01-13,35.43
2024-01-13,36.85
2024-01-13,38.87
2024-01-13,35.5
2024-01-13,33.78
2024-01-13,35.66
2024-01-13,34.6
2024-01-13,33.94
2024-01-13,34.76
2024-01-14,33.87
2024-01-14,33.55
2024-01-14,33.95
2024-01-14,32.67
2024-01-14,31.49
2024-01-14,31.94
2024-01-14,33.81
2024-01-14,32.88
2024-01-14,34.61
2024-01-14,39.38
2024-01-14,33.79
2024-01-14,29.13
2024-01-14,26.0
2024-01-14,22.87
2024-01-14,25.13
2024-01-14,26.96
2024-01-14,27.1
2024-01-14,25.89
2024-01-14,24.67
2024-01-14,26.27
2024-01-14,26.86
2024-01-14,26.7
2024-01-14,28.01
2024-01-14,26.08
2024-01-15,21.4
2024-01-15,21.86
2024-01-15,24.72
2024-01-15,23.67
2024-01-15,25.43
2024-01-15,27.7
2024-01-15,29.5
2024-01-15,31.35
2024-01-15,17.54
2024-01-15,1.77
2024-01-15,-3.95
2024-01-15,-4.96
2024-01-15,-4.08
2024-01-15,-3.4
2024-01-15,-2.71
2024-01-15,-1.98
2024-01-15,-1.1
2024-01-15,3.12
2024-01-15,9.9
2024-01-15,11.08
2024-01-15,12.43
2024-01-15,16.05
2024-01-15,19.6
2024-01-15,21.31
2024-01-16,21.9
2024-01-16,21.45
2024-01-16,22.11
2024-01-16,23.84
2024-01-16,24.18
2024-01-16,25.08
2024-01-16,27.69
2024-01-16,33.8
2024-01-16,38.36
2024-01-16,40.09
2024-01-16,41.17
2024-01-16,42.24
2024-01-16,42.85
2024-01-16,42.65
2024-01-16,42.65
2024-01-16,40.87
2024-01-16,43.15
2024-01-16,43.3
2024-01-16,37.62
2024-01-16,36.65
2024-01-16,35.92
2024-01-16,35.87
2024-01-16,35.16
2024-01-16,35.08
2024-01-17,35.55
2024-01-17,35.61
2024-01-17,35.82
2024-01-17,35.81
2024-01-17,35.2
2024-01-17,34.78
2024-01-17,36.26
2024-01-17,39.99
2024-01-17,45.01
2024-01-17,47.41
2024-01-17,44.71
2024-01-17,44.18
2024-01-17,44.65
2024-01-17,43.35
2024-01-17,40.92
2024-01-17,39.25
2024-01-17,39.25
2024-01-17,37.55
2024-01-17,30.43
2024-01-17,26.75
2024-01-17,28.15
2024-01-17,31.61
2024-01-17,34.19
2024-01-17,33.98
2024-01-18,35.74
2024-01-18,35.94
2024-01-18,34.37
2024-01-18,32.28
2024-01-18,30.38
2024-01-18,28.91
2024-01-18,32.79
2024-01-18,35.45
2024-01-18,38.59
2024-01-18,42.45
2024-01-18,43.02
2024-01-18,43.5
2024-01-18,42.52
2024-01-18,41.82
2024-01-18,40.91
2024-01-18,39.28
2024-01-18,37.91
2024-01-18,36.56
2024-01-18,30.26
2024-01-18,24.12
2024-01-18,23.04
2024-01-18,23.17
2024-01-18,22.78
2024-01-18,25.63
2024-01-19,31.28
2024-01-19,34.95
2024-01-19,35.18
2024-01-19,35.43
2024-01-19,34.8
2024-01-19,34.65
2024-01-19,36.95
2024-01-19,37.5
2024-01-19,36.68
2024-01-19,34.89
2024-01-19,36.08
2024-01-19,39.12
2024-01-19,40.02
2024-01-19,40.21
2024-01-19,39.51
2024-01-19,37.49
2024-01-19,36.86
2024-01-19,35.28
2024-01-19,28.44
2024-01-19,23.5
2024-01-19,25.47
2024-01-19,28.1
2024-01-19,26.6
2024-01-19,29.07
2024-01-20,33.74
2024-01-20,35.21
2024-01-20,34.08
2024-01-20,33.01
2024-01-20,34.22
2024-01-20,36.1
2024-01-20,37.76
2024-01-20,38.11
2024-01-20,42.06
2024-01-20,43.85
2024-01-20,42.9
2024-01-20,42.95
2024-01-20,42.73
2024-01-20,42.01
2024-01-20,40.62
2024-01-20,38.77
2024-01-20,37.74
2024-01-20,36.17
2024-01-20,29.03
2024-01-20,23.2
2024-01-20,23.31
2024-01-20,28.35
2024-01-20,33.92
2024-01-20,30.44
2024-01-21,30.25
2024-01-21,34.35
2024-01-21,35.83
2024-01-21,35.84
2024-01-21,35.95
2024-01-21,35.49
2024-01-21,37.13
2024-01-21,39.75
2024-01-21,45.68
2024-01-21,48.45
2024-01-21,43.49
2024-01-21,42.98
2024-01-21,46.11
2024-01-21,45.19
2024-01-21,42.62
2024-01-21,40.91
2024-01-21,37.91
2024-01-21,34.79
2024-01-21,30.03
2024-01-21,26.4
2024-01-21,25.24
2024-01-21,27.98
2024-01-21,33.8
2024-01-21,34.83
2024-01-22,35.4
2024-01-22,35.77
2024-01-22,35.83
2024-01-22,35.86
2024-01-22,35.88
2024-01-22,35.9
2024-01-22,37.02
2024-01-22,42.73
2024-01-22,48.6
2024-01-22,47.9
2024-01-22,45.15
2024-01-22,44.03
2024-01-22,43.79
2024-01-22,43.47
2024-01-22,40.86
2024-01-22,37.04
2024-01-22,34.96
2024-01-22,33.29
2024-01-22,26.34
2024-01-22,22.53
2024-01-22,25.59
2024-01-22,28.39
2024-01-22,28.58
2024-01-22,30.12
2024-01-23,29.94
2024-01-23,28.01
2024-01-23,29.97
2024-01-23,35.27
2024-01-23,35.11
2024-01-23,31.72
2024-01-23,24.81
2024-01-23,22.88
2024-01-23,24.51
2024-01-23,25.44
2024-01-23,25.17
2024-01-23,30.18
2024-01-23,35.82
2024-01-23,37.73
2024-01-23,36.4
2024-01-23,32.21
2024-01-23,29.35
2024-01-23,27.85
2024-01-23,25.61
2024-01-23,23.66
2024-01-23,23.06
2024-01-23,23.7
2024-01-23,25.01
2024-01-23,25.5
2024-01-24,25.67
2024-01-24,22.44
2024-01-24,19.0
2024-01-24,19.4
2024-01-24,18.55
2024-01-24,16.69
2024-01-24,18.11
2024-01-24,20.52
2024-01-24,22.68
2024-01-24,25.24
2024-01-24,24.92
2024-01-24,26.05
2024-01-24,26.46
2024-01-24,26.62
2024-01-24,28.92
2024-01-24,28.57
2024-01-24,28.58
2024-01-24,28.48
2024-01-24,24.98
2024-01-24,24.0
2024-01-24,25.79
2024-01-24,25.98
2024-01-24,26.74
2024-01-24,24.79
2024-01-25,20.59
2024-01-25,17.65
2024-01-25,19.07
2024-01-25,21.34
2024-01-25,19.73
2024-01-25,19.4
2024-01-25,20.82
2024-01-25,21.87
2024-01-25,21.72
2024-01-25,21.68
2024-01-25,22.31
2024-01-25,22.96
2024-01-25,23.43
2024-01-25,23.15
2024-01-25,22.69
2024-01-25,22.69
2024-01-25,23.23
2024-01-25,24.61
2024-01-25,23.9
2024-01-25,24.91
2024-01-25,26.79
2024-01-25,26.82
2024-01-25,29.32
2024-01-25,31.67
2024-01-26,29.41
2024-01-26,29.22
2024-01-26,29.32
2024-01-26,28.55
2024-01-26,29.79
2024-01-26,31.15
2024-01-26,29.43
2024-01-26,28.01
2024-01-26,28.56
2024-01-26,27.43
2024-01-26,27.72
2024-01-26,30.6
2024-01-26,30.86
2024-01-26,29.3
2024-01-26,26.88
2024-01-26,25.38
2024-01-26,24.75
2024-01-26,21.38
2024-01-26,23.05
2024-01-26,24.17
2024-01-26,22.86
2024-01-26,22.64
2024-01-26,21.8
2024-01-26,23.6
2024-01-27,23.91
2024-01-27,21.7
2024-01-27,19.06
2024-01-27,19.05
2024-01-27,21.61
2024-01-27,22.27
2024-01-27,20.93
2024-01-27,23.08
2024-01-27,32.63
2024-01-27,38.13
2024-01-27,37.07
2024-01-27,34.77
2024-01-27,30.86
2024-01-27,29.18
2024-01-27,26.26
2024-01-27,26.71
2024-01-27,29.21
2024-01-27,26.95
2024-01-27,22.47
2024-01-27,21.19
2024-01-27,23.34
2024-01-27,23.74
2024-01-27,21.27
2024-01-27,19.46
2024-01-28,20.13
2024-01-28,21.23
2024-01-28,24.43
2024-01-28,31.64
2024-01-28,35.79
2024-01-28,34.8
2024-01-28,24.44
2024-01-28,21.8
2024-01-28,28.49
2024-01-28,32.21
2024-01-28,34.09
2024-01-28,35.89
2024-01-28,33.1
2024-01-28,28.07
2024-01-28,23.23
2024-01-28,21.36
2024-01-28,18.93
2024-01-28,16.28
2024-01-28,14.92
2024-01-28,13.39
2024-01-28,10.49
2024-01-29,31.77
2024-01-29,29.42
2024-01-29,31.41
2024-01-29,27.65
2024-01-29,20.65
2024-01-29,27.99
2024-01-29,30.77
2024-01-29,27.63
2024-01-29,29.32
2024-01-29,31.03
2024-01-29,32.55
2024-01-29,30.5
2024-01-30,31.21
2024-01-30,35.62
2024-01-30,28.82
2024-01-30,20.63
2024-01-30,18.96
2024-01-30,25.78
2024-01-30,35.66
2024-01-30,42.72
2024-01-30,48.36
2024-01-30,44.88
2024-01-30,45.37
2024-01-30,46.2
2024-01-30,44.84
2024-01-30,45.07
2024-01-30,39.52
2024-01-30,34.43
2024-01-30,34.64
2024-01-30,34.01
2024-01-30,32.86
2024-01-30,34.19
2024-01-30,35.55
2024-01-30,33.4
2024-01-30,33.44
2024-01-30,35.65
2024-01-31,31.15
2024-01-31,31.1
2024-01-31,35.33
2024-01-31,30.67
2024-01-31,27.68
2024-01-31,30.27
2024-01-31,33.93
2024-01-31,35.41
2024-01-31,42.1
2024-01-31,43.59
2024-01-31,39.57
2024-01-31,39.23
2024-01-31,38.76
2024-01-31,38.02
2024-01-31,36.74
2024-01-31,34.53
2024-01-31,31.59
2024-01-31,25.72
2024-01-31,17.98
2024-01-31,15.49
2024-01-31,14.84
2024-01-31,15.07
2024-01-31,16.38
2024-01-31,18.09
2024-02-01,17.25
2024-02-01,15.09
2024-02-01,16.31
2024-02-01,20.35
2024-02-01,23.26
2024-02-01,20.13
2024-02-01,15.77
2024-02-01,13.95
2024-02-01,13.54
2024-02-01,15.28
2024-02-01,17.64
2024-02-01,17.5
2024-02-01,15.76
2024-02-01,15.91
2024-02-01,13.54
2024-02-01,12.24
2024-02-01,10.68
2024-02-01,8.37
2024-02-01,9.3
2024-02-01,9.58
2024-02-01,10.17
2024-02-01,10.46
2024-02-01,9.14
2024-02-01,10.16
2024-02-02,12.5
2024-02-02,13.48
2024-02-02,16.82
2024-02-02,19.13
2024-02-02,17.99
2024-02-02,17.98
2024-02-02,15.63
2024-02-02,15.93
2024-02-02,18.87
2024-02-02,19.57
2024-02-02,22.84
2024-02-02,26.81
2024-02-02,28.88
2024-02-02,29.85
2024-02-02,28.89
2024-02-02,26.63
2024-02-02,26.18
2024-02-02,23.66
2024-02-02,16.52
2024-02-02,16.0
2024-02-02,15.63
2024-02-02,14.6
2024-02-02,18.25
2024-02-02,21.07
2024-02-03,21.85
2024-02-03,21.43
2024-02-03,21.8
2024-02-03,21.27
2024-02-03,20.49
2024-02-03,20.23
2024-02-03,20.43
2024-02-03,24.56
2024-02-03,30.67
2024-02-03,34.88
2024-02-03,35.36
2024-02-03,36.34
2024-02-03,37.24
2024-02-03,36.94
2024-02-03,35.22
2024-02-03,32.77
2024-02-03,31.63
2024-02-03,29.47
2024-02-03,21.03
2024-02-03,17.57
2024-02-03,21.29
2024-02-03,22.6
2024-02-03,23.92
2024-02-03,24.37
2024-02-04,23.46
2024-02-04,23.04
2024-02-04,22.34
2024-02-04,21.8
2024-02-04,21.75
2024-02-04,23.67
2024-02-04,27.73
2024-02-04,30.09
2024-02-04,35.23
2024-02-04,37.57
2024-02-04,35.53
2024-02-04,35.31
2024-02-04,36.02
2024-02-04,36.6
2024-02-04,36.2
2024-02-04,34.22
2024-02-04,32.99
2024-02-04,31.23
2024-02-04,23.46
2024-02-04,19.29
2024-02-04,21.91
2024-02-04,23.76
2024-02-04,23.77
2024-02-04,23.59
2024-02-05,25.73
2024-02-05,29.49
2024-02-05,32.53
2024-02-05,34.35
2024-02-05,32.9
2024-02-05,31.15
2024-02-05,30.94
2024-02-05,35.76
2024-02-05,38.9
2024-02-05,38.31
2024-02-05,35.82
2024-02-05,35.86
2024-02-05,37.04
2024-02-05,37.25
2024-02-05,35.53
2024-02-05,32.61
2024-02-05,29.15
2024-02-05,27.76
2024-02-05,24.2
2024-02-05,19.25
2024-02-05,21.58
2024-02-05,23.36
2024-02-05,24.79
2024-02-05,30.33
2024-02-06,33.44
2024-02-06,31.88
2024-02-06,32.23
2024-02-06,28.76
2024-02-06,26.43
2024-02-06,29.46
2024-02-06,32.87
2024-02-06,40.28
2024-02-06,50.66
2024-02-06,53.69
2024-02-06,44.96
2024-02-06,40.49
2024-02-06,39.32
2024-02-06,43.02
2024-02-06,44.35
2024-02-06,38.98
2024-02-06,39.99
2024-02-06,43.65
2024-02-06,39.7
2024-02-06,35.86
2024-02-06,34.75
2024-02-06,31.86
2024-02-06,29.47
2024-02-06,28.57
2024-02-07,30.23
2024-02-07,32.8
2024-02-07,33.2
2024-02-07,33.38
2024-02-07,33.39
2024-02-07,32.4
2024-02-07,34.43
2024-02-07,41.78
2024-02-07,50.53
2024-02-07,51.51
2024-02-07,48.28
2024-02-07,46.99
2024-02-07,47.59
2024-02-07,48.03
2024-02-07,46.41
2024-02-07,43.51
2024-02-07,39.26
2024-02-07,35.97
2024-02-07,35.46
2024-02-07,35.47
2024-02-07,35.85
2024-02-07,35.85
2024-02-07,35.86
2024-02-07,35.72
2024-02-08,34.78
2024-02-08,32.44
2024-02-08,32.26
2024-02-08,30.58
2024-02-08,31.4
2024-02-08,35.96
2024-02-08,36.17
2024-02-08,37.94
2024-02-08,44.09
2024-02-08,46.37
2024-02-08,45.64
2024-02-08,43.84
2024-02-08,39.5
2024-02-08,38.15
2024-02-08,37.56
2024-02-08,37.34
2024-02-08,34.02
2024-02-08,30.3
2024-02-08,33.06
2024-02-08,31.1
2024-02-08,25.22
2024-02-08,22.56
2024-02-08,24.41
2024-02-08,28.7
2024-02-09,31.75
2024-02-09,33.88
2024-02-09,35.96
2024-02-09,35.18
2024-02-09,35.16
2024-02-09,31.82
2024-02-09,32.74
2024-02-09,39.7
2024-02-09,44.93
2024-02-09,46.64
2024-02-09,45.85
2024-02-09,46.67
2024-02-09,47.54
2024-02-09,46.56
2024-02-09,43.34
2024-02-09,40.53
2024-02-09,37.71
2024-02-09,32.61
2024-02-09,30.2
2024-02-09,32.92
2024-02-09,33.64
2024-02-09,31.63
2024-02-09,31.96
2024-02-09,31.67
2024-02-10,29.48
2024-02-10,28.54
2024-02-10,24.6
2024-02-10,25.35
2024-02-10,29.24
2024-02-10,26.1
2024-02-10,27.52
2024-02-10,32.71
2024-02-10,32.37
2024-02-10,30.93
2024-02-10,33.15
2024-02-10,34.76
2024-02-10,31.14
2024-02-10,31.72
2024-02-10,36.23
2024-02-10,36.19
2024-02-10,35.54
2024-02-10,36.27
2024-02-10,32.41
2024-02-10,31.95
2024-02-10,34.13
2024-02-10,34.06
2024-02-10,33.56
2024-02-10,33.61
2024-02-11,31.9
2024-02-11,28.57
2024-02-11,29.2
2024-02-11,31.95
2024-02-11,33.4
2024-02-11,32.44
2024-02-11,33.89
2024-02-11,41.44
2024-02-11,47.31
2024-02-11,49.8
2024-02-11,48.22
2024-02-11,47.92
2024-02-11,48.47
2024-02-11,47.53
2024-02-11,44.43
2024-02-11,41.84
2024-02-11,38.96
2024-02-11,33.79
2024-02-11,26.26
2024-02-11,20.76
2024-02-11,19.66
2024-02-11,20.48
2024-02-11,20.52
2024-02-11,19.1
2024-02-12,21.17
2024-02-12,25.5
2024-02-12,29.27
2024-02-12,30.72
2024-02-12,30.84
2024-02-12,34.24
2024-02-12,35.54
2024-02-12,37.37
2024-02-12,38.84
2024-02-12,39.0
2024-02-12,36.71
2024-02-12,37.78
2024-02-12,40.31
2024-02-12,38.23
2024-02-12,34.16
2024-02-12,33.95
2024-02-12,35.55
2024-02-12,35.82
2024-02-12,28.49
2024-02-12,22.13
2024-02-12,23.47
2024-02-12,26.68
2024-02-12,30.74
2024-02-12,34.36
2024-02-13,35.72
2024-02-13,34.85
2024-02-13,30.72
2024-02-13,31.04
2024-02-13,35.27
2024-02-13,35.4
2024-02-13,35.45
2024-02-13,38.17
2024-02-13,41.34
2024-02-13,42.91
2024-02-13,44.48
2024-02-13,45.19
2024-02-13,43.84
2024-02-13,43.08
2024-02-13,38.95
2024-02-13,31.72
2024-02-13,29.67
2024-02-13,29.57
2024-02-13,23.43
2024-02-13,17.03
2024-02-13,16.41
2024-02-13,18.4
2024-02-13,20.37
2024-02-13,24.7
2024-02-14,29.19
2024-02-14,27.31
2024-02-14,29.0
2024-02-14,33.11
2024-02-14,32.92
2024-02-14,30.21
2024-02-14,27.43
2024-02-14,34.75
2024-02-14,47.19
2024-02-14,49.84
2024-02-14,47.03
2024-02-14,46.66
2024-02-14,44.34
2024-02-14,35.58
2024-02-14,29.99
2024-02-14,28.45
2024-02-14,27.01
2024-02-14,27.38
2024-02-14,23.51
2024-02-14,20.67
2024-02-14,19.75
2024-02-14,19.79
2024-02-14,22.22
2024-02-14,27.68
2024-02-15,31.67
2024-02-15,30.39
2024-02-15,29.2
2024-02-15,30.94
2024-02-15,33.5
2024-02-15,32.72
2024-02-15,34.29
2024-02-15,40.76
2024-02-15,45.91
2024-02-15,47.64
2024-02-15,47.2
2024-02-15,43.4
2024-02-15,40.51
2024-02-15,40.48
2024-02-15,38.75
2024-02-15,36.57
2024-02-15,35.95
2024-02-15,32.94
2024-02-15,22.98
2024-02-15,18.51
2024-02-15,17.45
2024-02-15,18.23
2024-02-15,20.97
2024-02-15,26.68
2024-02-16,33.34
2024-02-16,34.93
2024-02-16,33.9
2024-02-16,34.47
2024-02-16,35.76
2024-02-16,34.38
2024-02-16,35.35
2024-02-16,40.41
2024-02-16,46.52
2024-02-16,48.24
2024-02-16,47.96
2024-02-16,47.2
2024-02-16,45.1
2024-02-16,45.88
2024-02-16,45.5
2024-02-16,42.74
2024-02-16,39.5
2024-02-16,38.37
2024-02-16,37.98
2024-02-16,36.14
2024-02-16,35.33
2024-02-16,33.17
2024-02-16,33.29
2024-02-16,30.76
2024-02-17,29.28
2024-02-17,32.16
2024-02-17,30.47
2024-02-17,28.33
2024-02-17,22.14
2024-02-17,17.04
2024-02-17,18.64
2024-02-17,23.49
2024-02-17,29.85
2024-02-17,34.42
2024-02-17,36.43
2024-02-17,38.86
2024-02-17,40.3
2024-02-17,38.14
2024-02-17,34.86
2024-02-17,33.33
2024-02-17,32.2
2024-02-17,27.57
2024-02-17,18.11
2024-02-17,14.87
2024-02-17,16.25
2024-02-17,16.79
2024-02-17,16.28
2024-02-17,15.75
2024-02-18,16.34
2024-02-18,17.69
2024-02-18,17.68
2024-02-18,18.43
2024-02-18,19.16
2024-02-18,19.01
2024-02-18,19.23
2024-02-18,22.69
2024-02-18,30.01
2024-02-18,35.2
2024-02-18,34.78
2024-02-18,35.05
2024-02-18,36.82
2024-02-18,37.27
2024-02-18,35.96
2024-02-18,32.79
2024-02-18,31.01
2024-02-18,29.51
2024-02-18,21.92
2024-02-18,16.18
2024-02-18,15.23
2024-02-18,14.96
2024-02-18,13.01
2024-02-18,10.57
2024-02-19,10.9
2024-02-19,14.79
2024-02-19,18.09
2024-02-19,15.87
2024-02-19,14.58
2024-02-19,17.09
2024-02-19,18.07
2024-02-19,23.02
2024-02-19,31.72
2024-02-19,34.34
2024-02-19,33.67
2024-02-19,34.97
2024-02-19,35.82
2024-02-19,35.15
2024-02-19,32.5
2024-02-19,29.82
2024-02-19,29.82
2024-02-19,27.56
2024-02-19,20.11
2024-02-19,18.02
2024-02-19,18.45
2024-02-19,17.96
2024-02-19,18.07
2024-02-19,18.34
2024-02-20,18.8
2024-02-20,18.17
2024-02-20,19.58
2024-02-20,20.46
2024-02-20,18.24
2024-02-20,17.21
2024-02-20,15.74
2024-02-20,19.45
2024-02-20,29.31
2024-02-20,33.67
2024-02-20,32.37
2024-02-20,33.26
2024-02-20,33.03
2024-02-20,25.12
2024-02-20,15.93
2024-02-20,14.72
2024-02-20,17.89
2024-02-20,25.04
2024-02-20,25.63
2024-02-20,21.02
2024-02-20,25.82
2024-02-20,32.07
2024-02-20,31.78
2024-02-20,27.89
2024-02-21,29.39
2024-02-21,31.16
2024-02-21,27.64
2024-02-21,28.71
2024-02-21,31.98
2024-02-21,32.37
2024-02-21,35.61
2024-02-21,39.47
2024-02-21,46.85
2024-02-21,44.04
2024-02-21,39.12
2024-02-21,41.51
2024-02-21,43.28
2024-02-21,43.08
2024-02-21,40.11
2024-02-21,35.9
2024-02-21,33.84
2024-02-21,29.38
2024-02-21,19.94
2024-02-21,14.38
2024-02-21,14.1
2024-02-21,13.95
2024-02-21,13.69
2024-02-21,14.32
2024-02-22,15.42
2024-02-22,14.59
2024-02-22,15.42
2024-02-22,18.44
2024-02-22,19.0
2024-02-22,20.17
2024-02-22,23.3
2024-02-22,24.25
2024-02-22,25.66
2024-02-22,25.93
2024-02-22,24.55
2024-02-22,25.98
2024-02-22,28.42
2024-02-22,28.47
2024-02-22,24.79
2024-02-22,21.67
2024-02-22,22.43
2024-02-22,21.62
2024-02-22,19.24
2024-02-22,18.74
2024-02-22,19.28
2024-02-22,21.92
2024-02-22,24.15
2024-02-22,25.47
2024-02-23,27.69
2024-02-23,28.24
2024-02-23,28.0
2024-02-23,27.25
2024-02-23,23.54
2024-02-23,22.19
2024-02-23,23.87
2024-02-23,27.79
2024-02-23,33.85
2024-02-23,36.74
2024-02-23,39.44
2024-02-23,40.64
2024-02-23,39.34
2024-02-23,42.2
2024-02-23,41.17
2024-02-23,33.97
2024-02-23,31.78
2024-02-23,32.58
2024-02-23,30.69
2024-02-23,33.43
2024-02-23,34.9
2024-02-23,34.64
2024-02-23,35.54
2024-02-23,34.65
2024-02-24,31.98
2024-02-24,28.78
2024-02-24,30.48
2024-02-24,33.94
2024-02-24,32.45
2024-02-24,33.77
2024-02-24,35.93
2024-02-24,37.55
2024-02-24,41.29
2024-02-24,43.77
2024-02-24,41.48
2024-02-24,41.33
2024-02-24,43.01
2024-02-24,44.88
2024-02-24,42.43
2024-02-24,37.42
2024-02-24,35.87
2024-02-24,34.04
2024-02-24,33.35
2024-02-24,33.76
2024-02-24,33.93
2024-02-24,32.15
2024-02-24,31.64
2024-02-24,29.9
2024-02-25,30.85
2024-02-25,34.64
2024-02-25,32.89
2024-02-25,33.54
2024-02-25,35.63
2024-02-25,35.64
2024-02-25,35.97
2024-02-25,38.44
2024-02-25,44.07
2024-02-25,48.37
2024-02-25,49.44
2024-02-25,49.64
2024-02-25,44.24
2024-02-25,41.17
2024-02-25,42.75
2024-02-25,43.34
2024-02-25,45.48
2024-02-25,43.65
2024-02-25,37.92
2024-02-25,35.32
2024-02-25,35.0
2024-02-25,34.55
2024-02-25,30.81
2024-02-25,28.13
2024-02-26,30.31
2024-02-26,34.79
2024-02-26,33.59
2024-02-26,33.15
2024-02-26,31.24
2024-02-26,30.4
2024-02-26,32.75
2024-02-26,35.97
2024-02-26,45.5
2024-02-26,47.45
2024-02-26,37.88
2024-02-26,39.05
2024-02-26,39.37
2024-02-26,35.14
2024-02-26,40.18
2024-02-26,42.46
2024-02-26,39.49
2024-02-26,37.97
2024-02-26,31.67
2024-02-26,26.99
2024-02-26,26.39
2024-02-26,22.42
2024-02-26,17.61
2024-02-26,14.53
2024-02-27,14.86
2024-02-27,16.8
2024-02-27,15.55
2024-02-27,14.46
2024-02-27,18.43
2024-02-27,24.82
2024-02-27,28.03
2024-02-27,27.62
2024-02-27,33.63
2024-02-27,37.83
2024-02-27,37.43
2024-02-27,38.15
2024-02-27,39.02
2024-02-27,37.95
2024-02-27,36.96
2024-02-27,35.7
2024-02-27,30.65
2024-02-27,27.42
2024-02-27,24.61
2024-02-27,19.33
2024-02-27,18.3
2024-02-27,20.61
2024-02-27,22.88
2024-02-27,24.92
2024-02-28,30.48
2024-02-28,36.01
2024-02-28,35.87
2024-02-28,33.52
2024-02-28,33.48
2024-02-28,35.98
2024-02-28,36.31
2024-02-28,37.94
2024-02-28,47.62
2024-02-28,51.13
2024-02-28,47.98
2024-02-28,45.06
2024-02-28,42.85
2024-02-28,43.94
2024-02-28,45.77
2024-02-28,45.99
2024-02-28,44.53
2024-02-28,40.26
2024-02-28,33.46
2024-02-28,31.78
2024-02-28,33.84
2024-02-28,35.98
2024-02-28,35.39
2024-02-28,31.57
2024-02-29,28.21
2024-02-29,29.37
2024-02-29,32.45
2024-02-29,32.5
2024-02-29,32.56
2024-02-29,33.41
2024-02-29,30.43
2024-02-29,33.71
2024-02-29,45.77
2024-02-29,51.49
2024-02-29,48.05
2024-02-29,44.67
2024-02-29,42.95
2024-02-29,42.31
2024-02-29,42.27
2024-02-29,43.74
2024-02-29,42.48
2024-02-29,37.9
2024-02-29,34.8
2024-02-29,33.66
2024-02-29,35.65
2024-02-29,34.48
2024-02-29,29.7
2024-02-29,23.62
2024-03-01,22.79
2024-03-01,28.19
2024-03-01,33.25
2024-03-01,34.56
2024-03-01,33.93
2024-03-01,25.98
2024-03-01,22.65
2024-03-01,28.0
2024-03-01,33.65
2024-03-01,36.04
2024-03-01,35.96
2024-03-01,36.82
2024-03-01,36.85
2024-03-01,36.66
2024-03-01,35.05
2024-03-01,32.74
2024-03-01,31.7
2024-03-01,28.59
2024-03-01,21.45
2024-03-01,17.99
2024-03-01,19.23
2024-03-01,21.72
2024-03-01,22.48
